user_id,date,login_hour_avg,login_hour_dev,num_sessions,unknown_device_flag,unknown_location_flag,files_accessed,sensitive_files_accessed,data_volume_mb,avg_session_duration,failed_logins
U001,2026-09-21,9.25,0.08437499999999964,1,0,0,20,4,77.59,105.0,0
U001,2026-09-22,9.283333333333333,0.11770833333333286,1,0,0,18,6,49.13,100.0,0
U001,2026-09-23,8.3,0.8656249999999996,1,0,0,17,7,108.97,95.0,0
U002,2026-08-20,10.016666666666667,1.0365591397849467,1,0,0,19,1,41.43,66.0,0
U002,2026-08-21,7.2,1.7801075268817206,1,0,0,12,1,71.08,124.0,0
U002,2026-08-23,8.716666666666667,0.263440860215054,1,0,0,10,1,57.79,128.0,1
U002,2026-08-24,9.8,0.81989247311828,1,0,0,13,1,40.6,35.0,0
U002,2026-08-25,10.2,1.2198924731182785,1,0,0,10,0,72.65,100.0,0
U002,2026-08-26,8.433333333333334,0.5467741935483872,1,0,0,12,1,65.74,108.0,0
U002,2026-08-27,10.9,1.9198924731182796,1,0,0,18,0,29.83,67.0,0
U002,2026-08-28,10.533333333333333,1.5532258064516125,1,0,0,14,2,34.68,107.0,0
U002,2026-08-29,11.066666666666666,2.0865591397849457,1,0,0,15,3,25.51,75.0,0
U002,2026-08-30,9.516666666666667,0.5365591397849467,1,0,0,24,1,46.21,99.0,0
U002,2026-09-01,7.2,1.7801075268817206,1,0,0,13,2,35.43,78.0,0
U002,2026-09-02,9.266666666666667,0.28655913978494674,1,0,0,13,0,57.2,55.0,0
U002,2026-09-03,7.583333333333333,1.3967741935483877,1,0,0,19,2,53.01,78.0,0
U002,2026-09-05,7.883333333333333,1.096774193548388,1,0,0,18,3,60.99,73.0,0
U002,2026-09-06,6.4,2.5801075268817204,1,0,0,22,2,66.86,113.0,0
U002,2026-09-07,8.966666666666667,0.013440860215053974,1,0,0,17,1,55.48,99.0,0
U002,2026-09-08,9.883333333333333,0.9032258064516121,1,0,0,14,0,52.44,91.0,0
U002,2026-09-09,9.85,0.8698924731182789,1,0,0,9,1,62.05,105.0,0
U002,2026-09-10,9.083333333333334,0.10322580645161317,1,0,0,14,0,49.07,68.0,0
U002,2026-09-11,8.416666666666666,0.5634408602150547,1,0,0,16,1,70.13,31.0,0
U002,2026-09-12,8.75,0.23010752688172076,1,0,0,12,0,31.47,119.0,0
U002,2026-09-13,8.116666666666667,0.8634408602150536,1,0,0,23,2,47.35,51.0,0
U002,2026-09-14,9.75,0.7698924731182792,1,0,0,11,2,49.59,34.0,0
U002,2026-09-15,9.633333333333333,0.6532258064516121,1,0,0,15,4,72.75,105.0,0
U002,2026-09-16,7.35,1.6301075268817211,1,0,0,13,1,45.08,81.0,0
U002,2026-09-17,9.666666666666666,0.6865591397849453,1,0,0,14,2,60.93,64.0,0
U002,2026-09-18,8.983333333333333,0.0032258064516117457,1,0,0,13,0,44.39,86.0,0
U002,2026-09-19,9.516666666666667,0.5365591397849467,1,0,0,23,1,25.44,92.0,0
U002,2026-09-20,8.65,0.3301075268817204,1,0,0,9,1,53.0,72.0,0
U002,2026-09-21,9.616666666666667,0.6365591397849464,1,0,0,17,1,46.66,114.0,0
U002,2026-09-23,7.433333333333334,1.5467741935483872,1,0,0,11,0,47.8,114.0,0
U003,2026-08-20,7.75,0.9483870967741925,1,0,0,16,1,41.57,72.0,0
U003,2026-08-21,8.033333333333333,0.6650537634408593,1,0,0,17,2,41.51,106.0,0
U003,2026-08-22,8.85,0.15161290322580712,1,0,0,17,1,42.88,73.0,0
U003,2026-08-23,7.066666666666666,1.631720430107526,1,0,0,20,5,37.34,95.0,0
U003,2026-08-24,9.816666666666666,1.118279569892474,1,0,0,15,0,54.67,128.0,0
U003,2026-08-25,10.416666666666666,1.7182795698924735,1,0,0,10,2,42.35,79.0,0
U003,2026-08-26,7.1,1.5983870967741929,1,0,0,16,1,64.58,89.0,0
U003,2026-08-27,7.433333333333334,1.265053763440859,1,0,0,17,4,31.89,114.0,0
U003,2026-08-28,10.183333333333334,1.484946236559141,1,0,0,10,3,69.66,136.0,0
U003,2026-08-29,10.533333333333333,1.8349462365591407,1,0,0,18,2,70.7,98.0,0
U003,2026-08-30,8.966666666666667,0.26827956989247426,1,0,0,15,1,45.79,114.0,0
U003,2026-08-31,7.716666666666667,0.9817204301075257,1,0,0,13,3,36.65,44.0,0
U003,2026-09-01,8.483333333333333,0.21505376344086002,1,0,0,17,1,59.11,122.0,0
U003,2026-09-03,10.316666666666666,1.618279569892474,1,0,0,15,2,40.35,115.0,0
U003,2026-09-04,8.666666666666666,0.031720430107526454,1,0,0,12,2,56.42,112.0,0
U003,2026-09-05,10.466666666666667,1.7682795698924743,1,0,0,12,2,70.89,83.0,0
U003,2026-09-06,8.616666666666667,0.08172043010752539,1,0,0,13,1,38.79,113.0,0
U003,2026-09-07,8.6,0.09838709677419288,1,0,0,13,1,36.49,105.0,0
U003,2026-09-09,8.6,0.09838709677419288,1,0,0,17,1,53.45,102.0,0
U003,2026-09-10,8.466666666666667,0.23172043010752574,1,0,0,21,1,75.16,77.0,0
U003,2026-09-11,8.316666666666666,0.3817204301075261,1,0,0,15,3,58.02,103.0,0
U003,2026-09-12,8.283333333333333,0.4150537634408593,1,0,0,12,0,60.98,119.0,0
U003,2026-09-13,7.433333333333334,1.265053763440859,1,0,0,19,1,43.06,77.0,0
U003,2026-09-14,6.916666666666667,1.7817204301075256,1,0,0,10,1,42.11,124.0,0
U003,2026-09-16,9.516666666666667,0.818279569892475,1,0,0,8,0,53.77,61.0,0
U003,2026-09-17,10.25,1.5516129032258075,1,0,0,11,0,60.43,116.0,0
U003,2026-09-18,7.283333333333333,1.4150537634408593,1,0,0,17,2,68.45,33.0,0
U003,2026-09-19,9.133333333333333,0.43494623655914033,1,0,0,8,1,18.42,62.0,0
U003,2026-09-21,8.483333333333333,0.21505376344086002,1,0,0,10,1,49.09,95.0,0
U003,2026-09-22,8.816666666666666,0.1182795698924739,1,0,0,14,1,38.87,80.0,0
U003,2026-09-23,9.133333333333333,0.43494623655914033,1,0,0,10,1,63.31,109.0,1
U004,2026-08-20,6.566666666666666,2.060858585858586,1,0,0,14,4,72.57,77.0,0
U004,2026-08-21,7.816666666666666,0.8108585858585862,1,0,0,20,8,61.85,67.0,0
U004,2026-08-22,9.283333333333333,0.6558080808080806,1,0,0,21,6,96.59,52.0,0
U004,2026-08-23,9.633333333333333,1.0058080808080803,1,0,0,18,5,115.22,70.0,0
U004,2026-08-24,6.966666666666667,1.6608585858585858,1,0,0,15,1,47.71,73.0,0
U004,2026-08-25,8.683333333333334,0.05580808080808097,1,0,0,21,6,35.72,97.0,0
U004,2026-08-26,8.366666666666667,0.26085858585858546,1,0,0,15,4,68.8,74.0,0
U004,2026-08-27,8.216666666666667,0.4108585858585858,1,0,0,18,3,73.5,102.0,0
U004,2026-08-29,8.983333333333333,0.3558080808080799,1,0,0,15,3,23.08,95.0,0
U004,2026-08-30,8.083333333333334,0.5441919191919187,1,0,0,15,5,57.33,50.0,0
U004,2026-08-31,9.1,0.47247474747474705,1,0,0,17,4,69.87,110.0,1
U004,2026-09-01,8.866666666666667,0.23914141414141454,1,0,0,19,5,64.73,75.0,1
U004,2026-09-02,7.55,1.0775252525252528,1,0,0,20,3,108.94,118.0,0
U004,2026-09-03,8.45,0.1775252525252533,1,0,0,14,6,80.15,66.0,0
U004,2026-09-04,8.75,0.1224747474747474,1,0,0,22,6,66.45,71.0,0
U004,2026-09-05,7.783333333333333,0.8441919191919194,1,0,0,19,5,55.44,115.0,0
U004,2026-09-06,9.016666666666667,0.3891414141414149,1,0,0,13,4,94.97,107.0,0
U004,2026-09-07,8.083333333333334,0.5441919191919187,1,0,0,9,2,40.34,108.0,0
U004,2026-09-08,9.133333333333333,0.5058080808080803,1,0,0,21,5,70.4,65.0,0
U004,2026-09-09,8.366666666666667,0.26085858585858546,1,0,0,22,5,84.21,100.0,0
U004,2026-09-10,10.483333333333333,1.85580808080808,1,0,0,20,6,99.01,98.0,0
U004,2026-09-11,11.383333333333333,2.7558080808080803,1,0,0,19,4,79.1,69.0,0
U004,2026-09-13,8.833333333333334,0.20580808080808133,1,0,0,16,1,82.5,76.0,0
U004,2026-09-14,8.716666666666667,0.08914141414141419,1,0,0,18,7,46.69,102.0,0
U004,2026-09-15,9.333333333333334,0.7058080808080813,1,0,0,12,3,113.7,98.0,0
U004,2026-09-16,9.416666666666666,0.7891414141414135,1,0,0,32,6,57.53,87.0,0
U004,2026-09-17,9.316666666666666,0.6891414141414138,1,0,0,21,5,65.61,103.0,0
U004,2026-09-18,7.3,1.3275252525252528,1,0,0,15,4,68.15,98.0,0
U004,2026-09-19,6.741666666666667,1.8858585858585855,2,1,1,22,4,152.32,81.0,1
U004,2026-09-20,6.175,2.4525252525252528,2,1,1,34,10,342.44,65.5,2
U004,2026-09-21,5.6,3.027525252525253,2,1,1,51,24,925.22,47.5,5
U004,2026-09-22,15.775,7.147474747474748,2,1,1,57,30,2161.6,58.5,2
U004,2026-09-23,7.933333333333334,0.694191919191919,1,0,0,20,7,88.15,81.0,0
U005,2026-08-20,8.466666666666667,0.5413978494623652,1,0,0,12,1,36.5,76.0,0
U005,2026-08-21,9.083333333333334,0.0752688172043019,1,0,0,13,3,25.23,81.0,0
U005,2026-08-23,8.55,0.4580645161290313,1,0,0,11,1,51.72,36.0,0
U005,2026-08-25,7.95,1.0580645161290319,1,0,0,6,1,57.95,84.0,0
U005,2026-08-26,8.483333333333333,0.5247311827956995,1,0,0,6,0,20.44,103.0,0
U005,2026-08-27,7.95,1.0580645161290319,1,0,0,6,0,40.89,74.0,0
U005,2026-08-29,8.066666666666666,0.9413978494623656,1,0,0,19,4,26.56,117.0,0
U005,2026-08-30,9.883333333333333,0.8752688172043008,1,0,0,7,2,28.38,94.0,0
U005,2026-08-31,8.583333333333334,0.4247311827956981,1,0,0,16,5,45.57,112.0,0
U005,2026-09-01,9.233333333333333,0.22526881720430048,1,0,0,13,6,57.47,134.0,0
U005,2026-09-02,8.566666666666666,0.4413978494623656,1,0,0,11,1,23.07,60.0,0
U005,2026-09-03,9.633333333333333,0.6252688172043008,1,0,0,11,4,40.29,125.0,1
U005,2026-09-04,9.516666666666667,0.5086021505376355,1,0,0,11,1,43.18,106.0,0
U005,2026-09-05,10.466666666666667,1.4586021505376348,1,0,0,6,0,36.3,109.0,0
U005,2026-09-06,8.8,0.20806451612903132,1,0,0,10,2,42.54,73.0,0
U005,2026-09-07,8.133333333333333,0.8747311827956992,1,0,0,9,0,37.26,65.0,0
U005,2026-09-08,9.116666666666667,0.10860215053763511,1,0,0,12,3,39.92,129.0,0
U005,2026-09-09,9.7,0.6919354838709673,1,0,0,10,1,48.35,111.0,0
U005,2026-09-10,9.7,0.6919354838709673,1,0,0,7,1,60.46,82.0,0
U005,2026-09-11,9.55,0.5419354838709687,1,0,0,7,1,37.18,88.0,0
U005,2026-09-13,9.816666666666666,0.8086021505376344,1,0,0,6,1,35.44,104.0,0
U005,2026-09-14,12.266666666666667,3.2586021505376355,1,0,0,9,1,39.45,79.0,0
U005,2026-09-15,8.016666666666667,0.9913978494623645,1,0,0,19,3,35.04,137.0,0
U005,2026-09-16,7.583333333333333,1.424731182795699,1,0,0,8,2,55.82,98.0,0
U005,2026-09-17,7.583333333333333,1.424731182795699,1,0,0,10,1,62.94,95.0,0
U005,2026-09-18,9.883333333333333,0.8752688172043008,1,0,0,6,4,14.46,38.0,0
U005,2026-09-19,8.1,0.9080645161290324,1,0,0,7,0,20.83,105.0,0
U005,2026-09-20,8.233333333333333,0.7747311827956995,1,0,0,11,3,51.99,65.0,0
U005,2026-09-21,9.0,0.008064516129032029,1,0,0,7,2,21.36,133.0,0
U005,2026-09-22,10.783333333333333,1.7752688172043012,1,0,0,8,1,33.21,119.0,0
U005,2026-09-23,8.55,0.4580645161290313,1,0,0,11,2,35.05,112.0,0
U006,2026-08-20,7.85,0.04444444444444429,1,0,0,21,5,183.35,119.0,0
U006,2026-08-21,7.916666666666667,0.02222222222222303,1,0,0,33,9,138.98,68.0,0
U006,2026-08-22,7.6,0.2944444444444443,1,0,0,29,6,113.31,109.0,0
U006,2026-08-23,7.583333333333333,0.3111111111111109,1,0,0,25,10,73.05,102.0,0
U006,2026-08-24,9.016666666666667,1.1222222222222236,1,0,0,30,6,126.45,149.0,0
U006,2026-08-25,8.116666666666667,0.2222222222222232,1,0,0,34,12,106.51,101.0,0
U006,2026-08-26,9.05,1.1555555555555568,1,0,0,20,4,114.18,130.0,0
U006,2026-08-28,6.416666666666667,1.477777777777777,1,0,0,24,6,62.45,126.0,0
U006,2026-08-29,7.383333333333334,0.5111111111111102,1,0,0,21,4,37.15,96.0,0
U006,2026-08-30,7.0,0.8944444444444439,1,0,0,38,14,82.63,91.0,0
U006,2026-08-31,7.433333333333334,0.46111111111111036,1,0,0,22,6,116.1,67.0,0
U006,2026-09-01,8.7,0.8055555555555554,1,0,0,18,8,132.18,75.0,0
U006,2026-09-02,8.783333333333333,0.8888888888888893,1,0,0,22,5,46.95,115.0,0
U006,2026-09-03,8.483333333333333,0.5888888888888886,1,0,0,27,6,98.65,85.0,0
U006,2026-09-04,8.15,0.2555555555555564,1,0,0,25,6,130.03,126.0,0
U006,2026-09-05,8.25,0.35555555555555607,1,0,0,27,5,95.16,47.0,0
U006,2026-09-06,7.5,0.39444444444444393,1,0,0,18,9,43.19,95.0,0
U006,2026-09-07,8.183333333333334,0.28888888888888964,1,0,0,26,8,27.7,90.0,0
U006,2026-09-08,6.216666666666667,1.6777777777777771,1,0,0,22,8,118.14,86.0,0
U006,2026-09-09,7.533333333333333,0.3611111111111107,1,0,0,21,8,113.64,102.0,0
U006,2026-09-10,7.016666666666667,0.8777777777777773,1,0,0,36,13,107.18,54.0,0
U006,2026-09-11,7.783333333333333,0.11111111111111072,1,0,0,27,6,137.33,93.0,0
U006,2026-09-12,7.133333333333334,0.7611111111111102,1,0,0,21,6,136.44,75.0,0
U006,2026-09-13,6.466666666666667,1.4277777777777771,1,0,0,19,6,110.49,64.0,0
U006,2026-09-14,8.666666666666666,0.7722222222222221,1,0,0,22,6,73.2,78.0,0
U006,2026-09-15,6.716666666666667,1.1777777777777771,1,0,0,26,10,119.6,87.0,0
U006,2026-09-17,8.233333333333333,0.3388888888888886,1,0,0,32,10,76.81,90.0,0
U006,2026-09-18,7.7,0.19444444444444375,1,0,0,18,5,147.5,62.0,0
U006,2026-09-19,9.466666666666667,1.5722222222222229,1,0,0,25,4,73.08,57.0,0
U006,2026-09-20,9.45,1.5555555555555554,1,0,0,14,6,75.28,72.0,0
U006,2026-09-21,7.483333333333333,0.41111111111111054,1,0,0,30,8,117.48,48.0,0
U006,2026-09-22,8.95,1.0555555555555554,1,0,0,22,7,70.9,80.0,0
U006,2026-09-23,8.283333333333333,0.3888888888888893,1,0,0,31,9,95.67,102.0,0
U007,2026-08-20,8.8,0.7138888888888886,1,0,0,17,2,105.14,64.0,0
U007,2026-08-21,8.283333333333333,0.19722222222222108,1,0,0,27,6,110.39,95.0,0
U007,2026-08-22,7.333333333333333,0.7527777777777791,1,0,0,25,7,72.02,130.0,0
U007,2026-08-23,8.0,0.08611111111111214,1,0,0,24,10,144.3,119.0,1
U007,2026-08-24,9.383333333333333,1.2972222222222207,1,0,0,24,6,141.87,57.0,0
U007,2026-08-25,9.066666666666666,0.9805555555555543,1,0,0,24,11,140.36,87.0,0
U007,2026-08-26,9.683333333333334,1.5972222222222214,1,0,0,24,7,89.56,94.0,0
U007,2026-08-27,9.4,1.3138888888888882,1,0,0,19,7,75.03,101.0,0
U007,2026-08-28,8.933333333333334,0.8472222222222214,1,0,0,20,8,99.13,104.0,0
U007,2026-08-29,6.466666666666667,1.6194444444444454,1,0,0,27,6,87.16,111.0,0
U007,2026-08-30,8.133333333333333,0.04722222222222072,1,0,0,21,7,116.3,118.0,0
U007,2026-08-31,8.783333333333333,0.6972222222222211,1,0,0,30,12,105.11,89.0,0
U007,2026-09-01,6.35,1.7361111111111125,1,0,0,24,11,85.49,81.0,0
U007,2026-09-02,7.2,0.886111111111112,1,0,0,20,6,66.66,88.0,0
U007,2026-09-03,8.716666666666667,0.6305555555555546,1,0,0,25,10,105.83,81.0,0
U007,2026-09-04,7.0,1.0861111111111121,1,0,0,32,10,136.65,133.0,0
U007,2026-09-05,7.283333333333333,0.8027777777777789,1,0,0,27,6,99.21,97.0,0
U007,2026-09-08,7.266666666666667,0.8194444444444455,1,0,0,25,5,77.26,50.0,0
U007,2026-09-09,8.0,0.08611111111111214,1,0,0,25,10,114.76,76.0,0
U007,2026-09-10,8.333333333333334,0.2472222222222218,1,0,0,29,9,94.45,74.0,0
U007,2026-09-11,7.366666666666666,0.7194444444444459,1,0,0,22,6,136.71,98.0,0
U007,2026-09-12,9.8,1.7138888888888886,1,0,0,21,8,60.63,123.0,0
U007,2026-09-13,7.316666666666666,0.7694444444444457,1,0,0,24,9,99.26,87.0,0
U007,2026-09-14,9.85,1.7638888888888875,1,0,0,18,4,120.57,136.0,0
U007,2026-09-15,9.6,1.5138888888888875,1,0,0,23,6,54.42,19.0,0
U007,2026-09-16,7.266666666666667,0.8194444444444455,1,0,0,21,5,92.75,109.0,0
U007,2026-09-17,6.966666666666667,1.1194444444444454,1,0,0,33,7,131.76,65.0,0
U007,2026-09-18,7.15,0.9361111111111118,1,0,0,19,6,105.33,45.0,0
U007,2026-09-19,5.616666666666667,2.469444444444445,2,1,1,26,7,181.54000000000002,64.5,1
U007,2026-09-20,5.958333333333334,2.127777777777778,2,1,1,40,14,384.52,59.5,2
U007,2026-09-21,4.55,3.5361111111111123,2,1,1,59,28,999.92,63.0,4
U007,2026-09-22,15.716666666666667,7.630555555555555,2,1,1,58,32,2235.45,79.0,1
U007,2026-09-23,7.266666666666667,0.8194444444444455,1,0,0,27,6,97.21,84.0,0
U008,2026-08-20,6.733333333333333,1.3642857142857148,1,0,0,30,7,66.08,93.0,0
U008,2026-08-21,8.883333333333333,0.7857142857142847,1,0,0,17,1,105.24,59.0,0
U008,2026-08-22,6.516666666666667,1.5809523809523816,1,0,0,13,4,134.89,90.0,0
U008,2026-08-23,7.116666666666666,0.9809523809523819,1,0,0,19,5,96.56,120.0,0
U008,2026-08-24,6.883333333333333,1.2142857142857153,1,0,0,17,4,116.89,80.0,0
U008,2026-08-25,8.616666666666667,0.519047619047619,1,0,0,32,10,82.36,86.0,0
U008,2026-08-26,7.416666666666667,0.6809523809523812,1,0,0,22,8,57.8,104.0,0
U008,2026-08-27,7.833333333333333,0.2642857142857151,1,0,0,25,8,78.89,74.0,0
U008,2026-08-28,8.616666666666667,0.519047619047619,1,0,0,27,4,105.9,107.0,0
U008,2026-08-29,9.75,1.6523809523809518,1,0,0,26,6,90.19,76.0,0
U008,2026-08-30,7.266666666666667,0.8309523809523816,1,0,0,23,9,124.09,75.0,0
U008,2026-08-31,8.983333333333333,0.8857142857142843,1,0,0,29,9,68.05,82.0,0
U008,2026-09-01,8.066666666666666,0.03095238095238173,1,0,0,22,9,124.47,110.0,0
U008,2026-09-02,7.066666666666666,1.0309523809523817,1,0,0,24,9,153.17,98.0,0
U008,2026-09-03,8.5,0.40238095238095184,1,0,0,26,7,109.13,122.0,0
U008,2026-09-04,8.916666666666666,0.8190476190476179,1,0,0,17,5,51.94,100.0,0
U008,2026-09-05,7.55,0.5476190476190483,1,0,0,38,7,65.6,87.0,0
U008,2026-09-06,9.8,1.7023809523809526,1,0,0,28,5,100.09,49.0,0
U008,2026-09-07,8.216666666666667,0.11904761904761862,1,0,0,22,8,113.15,90.0,0
U008,2026-09-08,7.166666666666667,0.9309523809523812,1,0,0,23,10,139.64,92.0,0
U008,2026-09-09,7.866666666666667,0.23095238095238102,1,0,0,31,8,91.6,107.0,0
U008,2026-09-10,9.216666666666667,1.1190476190476186,1,0,0,21,9,170.92,117.0,0
U008,2026-09-11,7.283333333333333,0.814285714285715,1,0,0,24,6,91.73,113.0,0
U008,2026-09-12,8.916666666666666,0.8190476190476179,1,0,0,31,10,129.0,98.0,0
U008,2026-09-13,7.45,0.647619047619048,1,0,0,28,9,114.46,99.0,0
U008,2026-09-14,7.45,0.647619047619048,1,0,0,25,6,95.01,85.0,1
U008,2026-09-15,7.016666666666667,1.0809523809523816,1,0,0,23,6,60.96,94.0,0
U008,2026-09-16,7.816666666666666,0.28095238095238173,1,0,0,21,8,81.92,40.0,0
U008,2026-09-17,9.116666666666667,1.019047619047619,1,0,0,30,10,96.53,96.0,0
U008,2026-09-18,9.5,1.4023809523809518,1,0,0,18,3,74.79,106.0,0
U008,2026-09-19,9.766666666666667,1.6690476190476193,1,0,0,24,9,110.19,97.0,0
U008,2026-09-20,9.916666666666666,1.819047619047618,1,0,0,22,8,70.43,82.0,0
U008,2026-09-21,7.066666666666666,1.0309523809523817,1,0,0,20,4,95.22,101.0,0
U008,2026-09-22,6.633333333333333,1.4642857142857153,1,0,0,28,11,95.5,54.0,0
U008,2026-09-23,8.5,0.40238095238095184,1,0,0,24,8,126.41,91.0,0
U009,2026-08-20,8.283333333333333,0.4715686274509814,1,0,0,21,7,82.85,84.0,0
U009,2026-08-21,7.383333333333334,1.3715686274509808,1,0,0,21,4,83.79,109.0,0
U009,2026-08-22,8.966666666666667,0.2117647058823522,1,0,0,19,5,71.28,143.0,0
U009,2026-08-23,8.566666666666666,0.18823529411764817,1,0,0,23,14,68.83,90.0,0
U009,2026-08-24,8.25,0.5049019607843146,1,0,0,11,2,78.2,87.0,0
U009,2026-08-25,7.616666666666667,1.1382352941176475,1,0,0,18,4,35.25,121.0,0
U009,2026-08-26,7.85,0.904901960784315,1,0,0,21,2,82.76,52.0,0
U009,2026-08-27,8.3,0.4549019607843139,1,0,0,22,6,66.28,70.0,0
U009,2026-08-28,7.65,1.1049019607843142,1,0,0,12,3,68.95,88.0,0
U009,2026-08-29,9.85,1.095098039215685,1,0,0,7,2,71.09,85.0,0
U009,2026-08-30,8.466666666666667,0.2882352941176478,1,0,0,20,5,75.86,103.0,0
U009,2026-08-31,9.166666666666666,0.4117647058823515,1,0,0,17,4,71.13,66.0,0
U009,2026-09-01,8.283333333333333,0.4715686274509814,1,0,0,22,4,76.85,90.0,0
U009,2026-09-02,7.966666666666667,0.7882352941176478,1,0,0,21,9,49.5,67.0,0
U009,2026-09-03,8.833333333333334,0.07843137254901933,1,0,0,16,6,49.01,77.0,0
U009,2026-09-04,9.1,0.34509803921568505,1,0,0,21,6,67.78,85.0,0
U009,2026-09-05,8.25,0.5049019607843146,1,0,0,17,7,84.64,81.0,0
U009,2026-09-06,8.95,0.1950980392156847,1,0,0,15,6,87.42,85.0,0
U009,2026-09-07,8.35,0.40490196078431495,1,0,0,15,3,74.04,92.0,0
U009,2026-09-08,9.783333333333333,1.0284313725490186,1,0,0,22,6,98.95,58.0,0
U009,2026-09-09,8.45,0.3049019607843153,1,0,0,22,6,95.45,96.0,0
U009,2026-09-10,9.266666666666667,0.5117647058823529,1,0,0,20,6,36.08,39.0,0
U009,2026-09-11,8.233333333333333,0.5215686274509821,1,0,0,16,4,74.44,63.0,0
U009,2026-09-13,10.65,1.8950980392156858,1,0,0,16,4,72.87,88.0,0
U009,2026-09-14,8.233333333333333,0.5215686274509821,1,0,0,15,4,88.25,78.0,0
U009,2026-09-15,9.716666666666667,0.9617647058823522,1,0,0,17,5,71.24,101.0,0
U009,2026-09-16,8.533333333333333,0.22156862745098138,1,0,0,11,4,69.77,73.0,0
U009,2026-09-17,8.15,0.6049019607843142,1,0,0,20,5,55.04,119.0,0
U009,2026-09-18,11.583333333333334,2.8284313725490193,1,0,0,24,5,95.0,94.0,0
U009,2026-09-19,8.916666666666666,0.16176470588235148,1,0,0,17,4,78.91,93.0,0
U009,2026-09-20,9.166666666666666,0.4117647058823515,1,0,0,14,3,104.07,137.0,0
U009,2026-09-21,9.366666666666667,0.6117647058823525,1,0,0,12,4,67.48,108.0,0
U009,2026-09-22,8.233333333333333,0.5215686274509821,1,0,0,20,6,86.82,80.0,0
U009,2026-09-23,9.3,0.5450980392156861,1,0,0,12,3,112.32,122.0,0
U010,2026-08-20,8.8,0.0636363636363626,1,0,0,20,1,47.33,79.0,0
U010,2026-08-21,10.7,1.836363636363636,1,0,0,17,0,29.45,70.0,0
U010,2026-08-22,7.15,1.713636363636363,1,0,0,14,3,54.21,74.0,0
U010,2026-08-23,9.816666666666666,0.9530303030303031,1,0,0,12,0,51.8,102.0,0
U010,2026-08-25,8.066666666666666,0.7969696969696969,1,0,0,11,0,49.9,57.0,0
U010,2026-08-26,11.25,2.3863636363636367,1,0,0,13,0,48.56,94.0,0
U010,2026-08-27,9.766666666666667,0.9030303030303042,1,0,0,15,1,35.74,77.0,0
U010,2026-08-28,7.7,1.1636363636363631,1,0,0,16,3,43.31,42.0,0
U010,2026-08-29,9.0,0.1363636363636367,1,0,0,5,2,52.09,101.0,0
U010,2026-08-30,8.45,0.413636363636364,1,0,0,11,0,68.37,130.0,0
U010,2026-08-31,8.85,0.013636363636363669,1,0,0,11,1,46.8,127.0,0
