user_id,date,login_hour_avg,login_hour_dev,num_sessions,unknown_device_flag,unknown_location_flag,files_accessed,sensitive_files_accessed,data_volume_mb,avg_session_duration,failed_logins,anomaly_flag,anomaly_score,risk_score,risk_level
U004,2026-09-01,8.866666666666667,0.2391414141414145,1,0,0,19,5,64.73,75.0,1,1,-0.0190773763446072,0,LOW
U004,2026-09-02,7.55,1.0775252525252528,1,0,0,20,3,108.94,118.0,0,1,-0.1120677383468866,0,LOW
U004,2026-09-03,8.45,0.1775252525252533,1,0,0,14,6,80.15,66.0,0,1,-0.1270384100913905,0,LOW
U004,2026-09-04,8.75,0.1224747474747474,1,0,0,22,6,66.45,71.0,0,1,-0.1398196394657064,0,LOW
U004,2026-09-05,7.783333333333333,0.8441919191919194,1,0,0,19,5,55.44,115.0,0,1,-0.1437543408812802,0,LOW
U004,2026-09-06,9.016666666666667,0.3891414141414149,1,0,0,13,4,94.97,107.0,0,1,-0.1411349744161655,0,LOW
U004,2026-09-07,8.083333333333334,0.5441919191919187,1,0,0,9,2,40.34,108.0,0,1,-0.1295429927833694,0,LOW
U004,2026-09-08,9.133333333333333,0.5058080808080803,1,0,0,21,5,70.4,65.0,0,1,-0.1479871912480728,0,LOW
U004,2026-09-09,8.366666666666667,0.2608585858585854,1,0,0,22,5,84.21,100.0,0,1,-0.1511648532501321,0,LOW
U004,2026-09-10,10.483333333333333,1.85580808080808,1,0,0,20,6,99.01,98.0,0,1,-0.0956886155222419,0,LOW
U004,2026-09-11,11.383333333333333,2.7558080808080803,1,0,0,19,4,79.1,69.0,0,1,-0.0314531614609689,10,LOW
U004,2026-09-13,8.833333333333334,0.2058080808080813,1,0,0,16,1,82.5,76.0,0,1,-0.1463543674981894,0,LOW
U004,2026-09-14,8.716666666666667,0.0891414141414141,1,0,0,18,7,46.69,102.0,0,1,-0.125747061988454,0,LOW
U004,2026-09-15,9.333333333333334,0.7058080808080813,1,0,0,12,3,113.7,98.0,0,1,-0.1180388783361697,0,LOW
U004,2026-09-16,9.416666666666666,0.7891414141414135,1,0,0,32,6,57.53,87.0,0,1,-0.0977514143721395,0,LOW
U004,2026-09-17,9.316666666666666,0.6891414141414138,1,0,0,21,5,65.61,103.0,0,1,-0.160102897523195,0,LOW
U004,2026-09-18,7.3,1.3275252525252528,1,0,0,15,4,68.15,98.0,0,1,-0.1402575788127929,0,LOW
U004,2026-09-19,6.741666666666667,1.8858585858585848,2,1,1,22,4,152.32,81.0,1,-1,0.2097855408057422,50,MEDIUM
U004,2026-09-20,6.175,2.4525252525252528,2,1,1,34,10,342.44,65.5,2,-1,0.2243076708283357,70,HIGH
U004,2026-09-21,5.6,3.027525252525253,2,1,1,51,24,925.22,47.5,5,-1,0.2635671277154001,100,CRITICAL
U004,2026-09-22,15.775,7.147474747474748,2,1,1,57,30,2161.6,58.5,2,-1,0.2879772815857561,100,CRITICAL
U004,2026-09-23,7.933333333333334,0.694191919191919,1,0,0,20,7,88.15,81.0,0,1,-0.1364274397202698,0,LOW
U005,2026-08-20,8.466666666666667,0.5413978494623652,1,0,0,12,1,36.5,76.0,0,1,-0.1521178366166199,0,LOW
U005,2026-08-21,9.083333333333334,0.0752688172043019,1,0,0,13,3,25.23,81.0,0,1,-0.1277116267220965,0,LOW
U005,2026-08-23,8.55,0.4580645161290313,1,0,0,11,1,51.72,36.0,0,1,-0.1101321212177477,0,LOW
U005,2026-08-25,7.95,1.058064516129032,1,0,0,6,1,57.95,84.0,0,1,-0.1205290894748629,0,LOW
U005,2026-08-26,8.483333333333333,0.5247311827956995,1,0,0,6,0,20.44,103.0,0,1,-0.1008536870041896,0,LOW
U005,2026-08-27,7.95,1.058064516129032,1,0,0,6,0,40.89,74.0,0,1,-0.1081446402655332,0,LOW
U005,2026-08-29,8.066666666666666,0.9413978494623656,1,0,0,19,4,26.56,117.0,0,1,-0.130920968785342,0,LOW
U005,2026-08-30,9.883333333333333,0.8752688172043008,1,0,0,7,2,28.38,94.0,0,1,-0.1139703479764679,0,LOW
U005,2026-08-31,8.583333333333334,0.4247311827956981,1,0,0,16,5,45.57,112.0,0,1,-0.1433129794979426,0,LOW
U005,2026-09-01,9.233333333333333,0.2252688172043004,1,0,0,13,6,57.47,134.0,0,1,-0.1089349725952813,0,LOW
U005,2026-09-02,8.566666666666666,0.4413978494623656,1,0,0,11,1,23.07,60.0,0,1,-0.1210692680555363,0,LOW
U005,2026-09-03,9.633333333333333,0.6252688172043008,1,0,0,11,4,40.29,125.0,1,-1,0.0144420279736147,20,LOW
U005,2026-09-04,9.516666666666667,0.5086021505376355,1,0,0,11,1,43.18,106.0,0,1,-0.1479466443933589,0,LOW
U005,2026-09-05,10.466666666666669,1.4586021505376348,1,0,0,6,0,36.3,109.0,0,1,-0.0890605631387803,0,LOW
U005,2026-09-06,8.8,0.2080645161290313,1,0,0,10,2,42.54,73.0,0,1,-0.1371730422610959,0,LOW
U005,2026-09-07,8.133333333333333,0.8747311827956992,1,0,0,9,0,37.26,65.0,0,1,-0.1249661197767794,0,LOW
U005,2026-09-08,9.116666666666667,0.1086021505376351,1,0,0,12,3,39.92,129.0,0,1,-0.1142787748711048,0,LOW
U005,2026-09-09,9.7,0.6919354838709673,1,0,0,10,1,48.35,111.0,0,1,-0.1389930373641654,0,LOW
U005,2026-09-10,9.7,0.6919354838709673,1,0,0,7,1,60.46,82.0,0,1,-0.1304392507757385,0,LOW
U005,2026-09-11,9.55,0.5419354838709687,1,0,0,7,1,37.18,88.0,0,1,-0.1275613218331768,0,LOW
U005,2026-09-13,9.816666666666666,0.8086021505376344,1,0,0,6,1,35.44,104.0,0,1,-0.1164151865310587,0,LOW
U005,2026-09-14,12.266666666666667,3.2586021505376355,1,0,0,9,1,39.45,79.0,0,-1,0.0222676836256456,30,MEDIUM
U005,2026-09-15,8.016666666666667,0.9913978494623644,1,0,0,19,3,35.04,137.0,0,1,-0.1157447310166974,0,LOW
U005,2026-09-16,7.583333333333333,1.424731182795699,1,0,0,8,2,55.82,98.0,0,1,-0.1179154708247465,0,LOW
U005,2026-09-17,7.583333333333333,1.424731182795699,1,0,0,10,1,62.94,95.0,0,1,-0.1337865108682123,0,LOW
U005,2026-09-18,9.883333333333333,0.8752688172043008,1,0,0,6,4,14.46,38.0,0,1,-0.034588216059592,0,LOW
U005,2026-09-19,8.1,0.9080645161290324,1,0,0,7,0,20.83,105.0,0,1,-0.10035660562897,0,LOW
U005,2026-09-20,8.233333333333333,0.7747311827956995,1,0,0,11,3,51.99,65.0,0,1,-0.143119690054861,0,LOW
U005,2026-09-21,9.0,0.008064516129032,1,0,0,7,2,21.36,133.0,0,1,-0.0474456242398515,0,LOW
U005,2026-09-22,10.783333333333331,1.7752688172043012,1,0,0,8,1,33.21,119.0,0,1,-0.073709510815269,0,LOW
U005,2026-09-23,8.55,0.4580645161290313,1,0,0,11,2,35.05,112.0,0,1,-0.1385507227862434,0,LOW
U006,2026-08-20,7.85,0.0444444444444442,1,0,0,21,5,183.35,119.0,0,1,-0.0289593983739076,0,LOW
U006,2026-08-21,7.916666666666667,0.022222222222223,1,0,0,33,9,138.98,68.0,0,1,-0.0068852358475973,0,LOW
U006,2026-08-22,7.6,0.2944444444444443,1,0,0,29,6,113.31,109.0,0,1,-0.0871876312711286,0,LOW
U006,2026-08-23,7.583333333333333,0.3111111111111109,1,0,0,25,10,73.05,102.0,0,1,-0.0847533309297235,0,LOW
U006,2026-08-24,9.016666666666667,1.1222222222222236,1,0,0,30,6,126.45,149.0,0,1,-0.036014360928005,0,LOW
U006,2026-08-25,8.116666666666667,0.2222222222222232,1,0,0,34,12,106.51,101.0,0,1,-0.0186352786634684,15,LOW
U006,2026-08-26,9.05,1.1555555555555568,1,0,0,20,4,114.18,130.0,0,1,-0.1041301985016753,0,LOW
U006,2026-08-28,6.416666666666667,1.477777777777777,1,0,0,24,6,62.45,126.0,0,1,-0.0718876233132627,0,LOW
U006,2026-08-29,7.383333333333334,0.5111111111111102,1,0,0,21,4,37.15,96.0,0,1,-0.134691381392318,0,LOW
U006,2026-08-30,7.0,0.8944444444444439,1,0,0,38,14,82.63,91.0,0,-1,0.0141401637784426,35,MEDIUM
U006,2026-08-31,7.433333333333334,0.4611111111111103,1,0,0,22,6,116.1,67.0,0,1,-0.1108105417041914,0,LOW
U006,2026-09-01,8.7,0.8055555555555554,1,0,0,18,8,132.18,75.0,0,1,-0.0976598841967185,0,LOW
U006,2026-09-02,8.783333333333333,0.8888888888888893,1,0,0,22,5,46.95,115.0,0,1,-0.1468881777157823,0,LOW
U006,2026-09-03,8.483333333333333,0.5888888888888886,1,0,0,27,6,98.65,85.0,0,1,-0.1287210460152154,0,LOW
U006,2026-09-04,8.15,0.2555555555555564,1,0,0,25,6,130.03,126.0,0,1,-0.0791001698560963,0,LOW
U006,2026-09-05,8.25,0.355555555555556,1,0,0,27,5,95.16,47.0,0,1,-0.0923753147345856,0,LOW
U006,2026-09-06,7.5,0.3944444444444439,1,0,0,18,9,43.19,95.0,0,1,-0.0894849825683317,0,LOW
U006,2026-09-07,8.183333333333334,0.2888888888888896,1,0,0,26,8,27.7,90.0,0,1,-0.0948391257235472,0,LOW
U006,2026-09-08,6.216666666666667,1.6777777777777771,1,0,0,22,8,118.14,86.0,0,1,-0.0547493797705176,0,LOW
U006,2026-09-09,7.533333333333333,0.3611111111111107,1,0,0,21,8,113.64,102.0,0,1,-0.1046546005431222,0,LOW
U006,2026-09-10,7.016666666666667,0.8777777777777773,1,0,0,36,13,107.18,54.0,0,-1,0.0243947413666166,35,MEDIUM
U006,2026-09-11,7.783333333333333,0.1111111111111107,1,0,0,27,6,137.33,93.0,0,1,-0.083977255104037,0,LOW
U006,2026-09-12,7.133333333333334,0.7611111111111102,1,0,0,21,6,136.44,75.0,0,1,-0.0989684855915569,0,LOW
U006,2026-09-13,6.466666666666667,1.4277777777777771,1,0,0,19,6,110.49,64.0,0,1,-0.0711280478010906,0,LOW
U006,2026-09-14,8.666666666666666,0.7722222222222221,1,0,0,22,6,73.2,78.0,0,1,-0.1532480850590736,0,LOW
U006,2026-09-15,6.716666666666667,1.1777777777777771,1,0,0,26,10,119.6,87.0,0,1,-0.0595642634990138,0,LOW
U006,2026-09-17,8.233333333333333,0.3388888888888886,1,0,0,32,10,76.81,90.0,0,1,-0.07051036874092,0,LOW
U006,2026-09-18,7.7,0.1944444444444437,1,0,0,18,5,147.5,62.0,0,1,-0.0687982460940183,0,LOW
U006,2026-09-19,9.466666666666669,1.5722222222222229,1,0,0,25,4,73.08,57.0,0,1,-0.1096442565821682,0,LOW
U006,2026-09-20,9.45,1.5555555555555554,1,0,0,14,6,75.28,72.0,0,1,-0.1237838203414007,0,LOW
U006,2026-09-21,7.483333333333333,0.4111111111111105,1,0,0,30,8,117.48,48.0,0,1,-0.0547449045759746,0,LOW
U006,2026-09-22,8.95,1.0555555555555554,1,0,0,22,7,70.9,80.0,0,1,-0.1416782568359126,0,LOW
U006,2026-09-23,8.283333333333333,0.3888888888888893,1,0,0,31,9,95.67,102.0,0,1,-0.0801001206364649,0,LOW
U007,2026-08-20,8.8,0.7138888888888886,1,0,0,17,2,105.14,64.0,0,1,-0.1350364365339634,0,LOW
U007,2026-08-21,8.283333333333333,0.197222222222221,1,0,0,27,6,110.39,95.0,0,1,-0.1116388198418112,0,LOW
U007,2026-08-22,7.333333333333333,0.7527777777777791,1,0,0,25,7,72.02,130.0,0,1,-0.096214988286235,0,LOW
U007,2026-08-23,8.0,0.0861111111111121,1,0,0,24,10,144.3,119.0,1,-1,0.066859464409163,20,LOW
U007,2026-08-24,9.383333333333333,1.2972222222222207,1,0,0,24,6,141.87,57.0,0,1,-0.0704824136405156,0,LOW
U007,2026-08-25,9.066666666666666,0.9805555555555544,1,0,0,24,11,140.36,87.0,0,1,-0.0581806192407309,15,LOW
U007,2026-08-26,9.683333333333334,1.5972222222222214,1,0,0,24,7,89.56,94.0,0,1,-0.1175016193608046,0,LOW
U007,2026-08-27,9.4,1.3138888888888882,1,0,0,19,7,75.03,101.0,0,1,-0.1329227004948509,0,LOW
U007,2026-08-28,8.933333333333334,0.8472222222222214,1,0,0,20,8,99.13,104.0,0,1,-0.1252507683499035,0,LOW
U007,2026-08-29,6.466666666666667,1.6194444444444454,1,0,0,27,6,87.16,111.0,0,1,-0.0661935399908624,0,LOW
U007,2026-08-30,8.133333333333333,0.0472222222222207,1,0,0,21,7,116.3,118.0,0,1,-0.0881319522073583,0,LOW
U007,2026-08-31,8.783333333333333,0.6972222222222211,1,0,0,30,12,105.11,89.0,0,1,-0.0588470427039024,15,LOW
U007,2026-09-01,6.35,1.7361111111111125,1,0,0,24,11,85.49,81.0,0,1,-0.0280958228173928,15,LOW
U007,2026-09-02,7.2,0.886111111111112,1,0,0,20,6,66.66,88.0,0,1,-0.1426473186365395,0,LOW
U007,2026-09-03,8.716666666666667,0.6305555555555546,1,0,0,25,10,105.83,81.0,0,1,-0.0975561202280949,0,LOW
U007,2026-09-04,7.0,1.086111111111112,1,0,0,32,10,136.65,133.0,0,1,-0.0032643702291295,0,LOW
U007,2026-09-05,7.283333333333333,0.8027777777777789,1,0,0,27,6,99.21,97.0,0,1,-0.1154631660518607,0,LOW
U007,2026-09-08,7.266666666666667,0.8194444444444455,1,0,0,25,5,77.26,50.0,0,1,-0.1114873618964385,0,LOW
U007,2026-09-09,8.0,0.0861111111111121,1,0,0,25,10,114.76,76.0,0,1,-0.0750263091144056,0,LOW
U007,2026-09-10,8.333333333333334,0.2472222222222218,1,0,0,29,9,94.45,74.0,0,1,-0.0778766537120946,0,LOW
U007,2026-09-11,7.366666666666666,0.7194444444444459,1,0,0,22,6,136.71,98.0,0,1,-0.1069114843014864,0,LOW
U007,2026-09-12,9.8,1.7138888888888886,1,0,0,21,8,60.63,123.0,0,1,-0.0939862697313236,0,LOW
U007,2026-09-13,7.316666666666666,0.7694444444444457,1,0,0,24,9,99.26,87.0,0,1,-0.1084141323367473,0,LOW
U007,2026-09-14,9.85,1.7638888888888875,1,0,0,18,4,120.57,136.0,0,1,-0.0674010514004245,0,LOW
U007,2026-09-15,9.6,1.5138888888888875,1,0,0,23,6,54.42,19.0,0,1,-0.0616283662812458,0,LOW
U007,2026-09-16,7.266666666666667,0.8194444444444455,1,0,0,21,5,92.75,109.0,0,1,-0.135824626812174,0,LOW
