user_id,feature_name,mean,std
U007,failed_logins,0.03571428571428571,0.18898223650461365
U008,login_hour_avg,8.05111111111111,0.9529238463594083
U008,login_hour_dev,0.830793650793651,0.4430380535780024
U008,num_sessions,1.0,0.001
U008,unknown_device_flag,0.0,0.001
U008,unknown_location_flag,0.0,0.001
U008,files_accessed,24.4,5.455778335066346
U008,sensitive_files_accessed,7.0,2.348880878058814
U008,data_volume_mb,99.70166666666668,29.035260737454273
U008,avg_session_duration,91.63333333333334,19.421785374327378
U008,failed_logins,0.03333333333333333,0.18257418583505536
U009,login_hour_avg,8.713218390804597,0.9199441333790808
U009,login_hour_dev,0.7011832319134553,0.5821337015816553
U009,num_sessions,1.0,0.001
U009,unknown_device_flag,0.0,0.001
U009,unknown_location_flag,0.0,0.001
U009,files_accessed,18.0,4.140393356054125
U009,sensitive_files_accessed,5.103448275862069,2.350453263069045
U009,data_volume_mb,72.50344827586207,15.76668532876069
U009,avg_session_duration,85.65517241379311,21.4513999910578
U009,failed_logins,0.0,0.001
U010,login_hour_avg,8.895833333333332,1.1455821834746953
U010,login_hour_dev,0.9337121212121211,0.6397856557505963
U010,num_sessions,1.0,0.001
U010,unknown_device_flag,0.0,0.001
U010,unknown_location_flag,0.0,0.001
U010,files_accessed,13.285714285714286,3.113377859033769
U010,sensitive_files_accessed,1.2142857142857142,1.0665674557036406
U010,data_volume_mb,47.097857142857144,11.491944797904976
U010,avg_session_duration,84.92857142857143,27.649832323419748
U010,failed_logins,0.03571428571428571,0.18898223650461365
U011,login_hour_avg,9.225925925925926,1.0196502388989124
U011,login_hour_dev,0.8525270061728394,0.533881735992785
U011,num_sessions,1.0,0.001
U011,unknown_device_flag,0.0,0.001
U011,unknown_location_flag,0.0,0.001
U011,files_accessed,19.14814814814815,4.073400617738525
U011,sensitive_files_accessed,4.888888888888889,2.391223268109592
U011,data_volume_mb,68.91481481481482,26.23300480902905
U011,avg_session_duration,94.55555555555556,28.953986484305286
U011,failed_logins,0.037037037037037035,0.19245008972987523
U012,login_hour_avg,9.050617283950617,0.9634615463596392
U012,login_hour_dev,0.8101658950617284,0.49700429637549537
U012,num_sessions,1.0,0.001
U012,unknown_device_flag,0.0,0.001
U012,unknown_location_flag,0.0,0.001
U012,files_accessed,19.0,5.54006387077872
U012,sensitive_files_accessed,5.407407407407407,2.3738845033673472
U012,data_volume_mb,70.14444444444445,14.942167830913272
U012,avg_session_duration,97.5925925925926,27.54473181412828
U012,failed_logins,0.14814814814814814,0.3620139928982457
U013,login_hour_avg,8.536206896551725,1.3134912656243185
U013,login_hour_dev,1.0210953346855987,0.803919588228143
U013,num_sessions,1.0,0.001
U013,unknown_device_flag,0.0,0.001
U013,unknown_location_flag,0.0,0.001
U013,files_accessed,19.448275862068964,4.492741820318569
U013,sensitive_files_accessed,2.7241379310344827,1.6881213506680381
U013,data_volume_mb,75.10379310344828,22.77079276080798
U013,avg_session_duration,90.55172413793103,29.01549611463373
U013,failed_logins,0.034482758620689655,0.18569533817705192
U014,login_hour_avg,8.500555555555556,1.0977465888972298
U014,login_hour_dev,0.8787460317460315,0.6373855264911944
U014,num_sessions,1.0,0.001
U014,unknown_device_flag,0.0,0.001
U014,unknown_location_flag,0.0,0.001
U014,files_accessed,15.166666666666666,4.631848765720416
U014,sensitive_files_accessed,1.5,1.137147065368355
U014,data_volume_mb,51.11566666666666,13.15747058894112
U014,avg_session_duration,94.63333333333334,25.425324509960177
U014,failed_logins,0.03333333333333333,0.18257418583505533
U015,login_hour_avg,9.094642857142857,1.2967358003994587
U015,login_hour_dev,1.063582251082251,0.7426375105561038
U015,num_sessions,1.0,0.001
U015,unknown_device_flag,0.0,0.001
U015,unknown_location_flag,0.0,0.001
U015,files_accessed,20.678571428571427,4.578966173377045
U015,sensitive_files_accessed,3.4642857142857144,1.7529265023814669
U015,data_volume_mb,78.70821428571428,22.531837894751146
U015,avg_session_duration,81.25,27.278569800676323
U015,failed_logins,0.0,0.001
U016,login_hour_avg,10.183333333333335,1.5568980775669368
U016,login_hour_dev,1.266994598765432,0.8770518352000014
U016,num_sessions,1.0,0.001
U016,unknown_device_flag,0.0,0.001
U016,unknown_location_flag,0.0,0.001
U016,files_accessed,8.407407407407407,2.692714661955895
U016,sensitive_files_accessed,0.3333333333333333,0.5547001962252291
U016,data_volume_mb,25.347037037037037,7.342000783068298
U016,avg_session_duration,88.62962962962963,18.537172940520907
U016,failed_logins,0.037037037037037035,0.19245008972987526
U017,login_hour_avg,8.742307692307692,1.2024256111823928
U017,login_hour_dev,0.9866418527708849,0.665331036197951
U017,num_sessions,1.0,0.001
U017,unknown_device_flag,0.0,0.001
U017,unknown_location_flag,0.0,0.001
U017,files_accessed,15.076923076923077,3.509109025642571
U017,sensitive_files_accessed,1.3076923076923077,1.2575923272422036
U017,data_volume_mb,50.4773076923077,18.12413386789941
U017,avg_session_duration,92.73076923076923,21.48963972207574
U017,failed_logins,0.0,0.001
U018,login_hour_avg,9.072988505747126,1.1392476439772028
U018,login_hour_dev,0.8786680189317108,0.7083676028644396
U018,num_sessions,1.0,0.001
U018,unknown_device_flag,0.0,0.001
U018,unknown_location_flag,0.0,0.001
U018,files_accessed,15.379310344827585,4.152570573094698
U018,sensitive_files_accessed,1.5517241379310345,1.3252009792737025
U018,data_volume_mb,52.69,12.037182869283471
U018,avg_session_duration,90.06896551724138,24.38080485382296
U018,failed_logins,0.0,0.001
