user_id,timestamp,event_type,device_id,location,resource,sensitivity,data_volume_mb,session_duration_min,success_flag,files_accessed,sensitive_files_accessed,failed_logins
U010,2026-08-26 11:15:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,48.56,94,1,13,0,0
U003,2026-08-27 07:26:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,31.89,114,1,17,4,0
U012,2026-08-27 07:31:00,login,LAPTOP-012,Richardland,/company/normal,normal,79.71,110,1,20,7,0
U008,2026-08-27 07:50:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,78.89,74,1,25,8,0
U005,2026-08-27 07:57:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,40.89,74,1,6,0,0
U014,2026-08-27 08:03:00,login,LAPTOP-014,Donaldside,/company/normal,normal,57.42,94,1,15,1,0
U004,2026-08-27 08:13:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,73.5,102,1,18,3,0
U009,2026-08-27 08:18:00,login,LAPTOP-009,West Michael,/company/normal,normal,66.28,70,1,22,6,0
U017,2026-08-27 09:03:00,login,LAPTOP-017,Riceside,/company/normal,normal,50.72,78,1,13,3,0
U013,2026-08-27 09:18:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,75.99,93,1,22,4,0
U007,2026-08-27 09:24:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,75.03,101,1,19,7,0
U018,2026-08-27 09:32:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,67.93,51,1,17,2,0
U015,2026-08-27 09:34:00,login,LAPTOP-015,Coxberg,/company/normal,normal,72.61,95,1,17,3,0
U011,2026-08-27 09:35:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,59.72,116,1,18,5,0
U010,2026-08-27 09:46:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,35.74,77,1,15,1,0
U001,2026-08-27 10:05:00,login,LAPTOP-001,East Jill,/company/normal,normal,55.65,78,1,17,5,0
U002,2026-08-27 10:54:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,29.83,67,1,18,0,0
U006,2026-08-28 06:25:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,62.45,126,1,24,6,0
U009,2026-08-28 07:39:00,login,LAPTOP-009,West Michael,/company/normal,normal,68.95,88,1,12,3,0
U010,2026-08-28 07:42:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,43.31,42,1,16,3,0
U014,2026-08-28 08:16:00,login,LAPTOP-014,Donaldside,/company/normal,normal,70.99,113,1,17,1,0
U011,2026-08-28 08:33:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,55.55,109,1,18,3,0
U008,2026-08-28 08:37:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,105.9,107,1,27,4,0
U017,2026-08-28 08:48:00,login,LAPTOP-017,Riceside,/company/normal,normal,82.13,61,1,16,1,0
U007,2026-08-28 08:56:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,99.13,104,1,20,8,0
U018,2026-08-28 09:00:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,66.37,87,1,8,0,0
U012,2026-08-28 09:16:00,login,LAPTOP-012,Richardland,/company/normal,normal,69.92,61,1,12,7,0
U016,2026-08-28 09:29:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,17.26,76,1,8,0,0
U001,2026-08-28 09:33:00,login,LAPTOP-001,East Jill,/company/normal,normal,58.96,76,1,16,5,0
U013,2026-08-28 09:45:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,122.76,64,1,20,2,0
U003,2026-08-28 10:11:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,69.66,136,1,10,3,0
U002,2026-08-28 10:32:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,34.68,107,1,14,2,0
U015,2026-08-28 11:42:00,login,LAPTOP-015,Coxberg,/company/normal,normal,88.59,116,1,26,5,0
U007,2026-08-29 06:28:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,87.16,111,1,27,6,0
U006,2026-08-29 07:23:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,37.15,96,1,21,4,0
U005,2026-08-29 08:04:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,26.56,117,1,19,4,0
U017,2026-08-29 08:13:00,login,LAPTOP-017,Riceside,/company/normal,normal,17.7,94,1,12,0,0
U018,2026-08-29 08:13:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,50.89,118,1,16,1,0
U016,2026-08-29 08:17:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,15.41,48,1,7,0,0
U001,2026-08-29 08:36:00,login,LAPTOP-001,East Jill,/company/normal,normal,103.05,50,1,16,8,0
U004,2026-08-29 08:59:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,23.08,95,1,15,3,0
U010,2026-08-29 09:00:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,52.09,101,1,5,2,0
U014,2026-08-29 09:07:00,login,LAPTOP-014,Donaldside,/company/normal,normal,33.66,130,1,17,1,0
U011,2026-08-29 09:35:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,9.18,66,1,18,3,0
U012,2026-08-29 09:42:00,login,LAPTOP-012,Richardland,/company/normal,normal,92.53,85,1,31,9,0
U008,2026-08-29 09:45:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,90.19,76,1,26,6,0
U015,2026-08-29 09:47:00,login,LAPTOP-015,Coxberg,/company/normal,normal,61.9,47,1,21,5,0
U009,2026-08-29 09:51:00,login,LAPTOP-009,West Michael,/company/normal,normal,71.09,85,1,7,2,0
U003,2026-08-29 10:32:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,70.7,98,1,18,2,0
U013,2026-08-29 10:56:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,91.9,114,1,29,4,0
U002,2026-08-29 11:04:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,25.51,75,1,15,3,0
U006,2026-08-30 07:00:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,82.63,91,1,38,14,0
U008,2026-08-30 07:16:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,124.09,75,1,23,9,0
U017,2026-08-30 07:19:00,login,LAPTOP-017,Riceside,/company/normal,normal,66.37,105,1,14,1,0
U016,2026-08-30 07:27:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,27.81,94,1,10,1,0
U001,2026-08-30 07:54:00,login,LAPTOP-001,East Jill,/company/normal,normal,35.45,106,1,19,5,0
U013,2026-08-30 07:57:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,87.26,76,1,19,4,0
U014,2026-08-30 08:02:00,login,LAPTOP-014,Donaldside,/company/normal,normal,46.95,75,1,11,0,0
U004,2026-08-30 08:05:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,57.33,50,1,15,5,0
U011,2026-08-30 08:07:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,41.23,100,1,19,9,0
U007,2026-08-30 08:08:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,116.3,118,1,21,7,0
U010,2026-08-30 08:27:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,68.37,130,1,11,0,0
U009,2026-08-30 08:28:00,login,LAPTOP-009,West Michael,/company/normal,normal,75.86,103,1,20,5,0
U015,2026-08-30 08:37:00,login,LAPTOP-015,Coxberg,/company/normal,normal,104.75,92,1,12,1,0
U003,2026-08-30 08:58:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,45.79,114,1,15,1,0
U018,2026-08-30 08:59:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,28.89,147,1,22,4,0
U002,2026-08-30 09:31:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,46.21,99,1,24,1,0
U005,2026-08-30 09:53:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,28.38,94,1,7,2,0
U017,2026-08-31 06:50:00,login,LAPTOP-017,Riceside,/company/normal,normal,26.01,79,1,19,2,0
U006,2026-08-31 07:26:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,116.1,67,1,22,6,0
U003,2026-08-31 07:43:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,36.65,44,1,13,3,0
U016,2026-08-31 08:15:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,24.77,68,1,8,0,0
U011,2026-08-31 08:26:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,61.37,80,1,12,1,0
U014,2026-08-31 08:26:00,login,LAPTOP-014,Donaldside,/company/normal,normal,64.84,103,1,11,1,0
U005,2026-08-31 08:35:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,45.57,112,1,16,5,0
U007,2026-08-31 08:47:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,105.11,89,1,30,12,0
U010,2026-08-31 08:51:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,46.8,127,1,11,1,0
U008,2026-08-31 08:59:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,68.05,82,1,29,9,0
U004,2026-08-31 09:06:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,69.87,110,0,17,4,1
U009,2026-08-31 09:10:00,login,LAPTOP-009,West Michael,/company/normal,normal,71.13,66,1,17,4,0
U013,2026-08-31 09:21:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,18.71,113,1,21,4,0
U001,2026-08-31 09:55:00,login,LAPTOP-001,East Jill,/company/normal,normal,84.87,113,1,21,7,0
U015,2026-08-31 10:55:00,login,LAPTOP-015,Coxberg,/company/normal,normal,66.89,99,1,20,2,0
U018,2026-08-31 11:24:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,40.91,60,1,17,0,0
U007,2026-09-01 06:21:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,85.49,81,1,24,11,0
U002,2026-09-01 07:12:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,35.43,78,1,13,2,0
U013,2026-09-01 07:16:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,86.26,54,1,13,3,0
U014,2026-09-01 07:16:00,login,LAPTOP-014,Donaldside,/company/normal,normal,56.67,53,1,13,1,0
U008,2026-09-01 08:04:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,124.47,110,1,22,9,0
U009,2026-09-01 08:17:00,login,LAPTOP-009,West Michael,/company/normal,normal,76.85,90,1,22,4,0
U017,2026-09-01 08:20:00,login,LAPTOP-017,Riceside,/company/normal,normal,88.37,136,1,17,2,0
U016,2026-09-01 08:22:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,33.75,75,1,11,1,0
U003,2026-09-01 08:29:00,login,LAPTOP-003,Lake Debra,/company/normal,normal,59.11,122,1,17,1,0
U006,2026-09-01 08:42:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,132.18,75,1,18,8,0
U004,2026-09-01 08:52:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,64.73,75,0,19,5,1
U005,2026-09-01 09:14:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,57.47,134,1,13,6,0
U010,2026-09-01 09:32:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,40.23,102,1,19,2,0
U011,2026-09-01 09:53:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,108.04,105,1,19,4,0
U001,2026-09-01 09:54:00,login,LAPTOP-001,East Jill,/company/normal,normal,74.98,78,1,18,2,0
U012,2026-09-01 10:01:00,login,LAPTOP-012,Richardland,/company/normal,normal,84.14,110,0,13,0,1
U018,2026-09-01 10:32:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,49.89,122,1,17,1,0
U008,2026-09-02 07:04:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,153.17,98,1,24,9,0
U007,2026-09-02 07:12:00,login,LAPTOP-007,Barbaraland,/company/normal,normal,66.66,88,1,20,6,0
U014,2026-09-02 07:25:00,login,LAPTOP-014,Donaldside,/company/normal,normal,67.47,105,1,9,0,0
U004,2026-09-02 07:33:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,108.94,118,1,20,3,0
U013,2026-09-02 07:42:00,login,LAPTOP-013,Jasonfort,/company/normal,normal,48.0,150,0,16,1,1
U018,2026-09-02 07:57:00,login,LAPTOP-018,Kaylamouth,/company/normal,normal,51.42,112,1,20,2,0
U009,2026-09-02 07:58:00,login,LAPTOP-009,West Michael,/company/normal,normal,49.5,67,1,21,9,0
U011,2026-09-02 08:07:00,login,LAPTOP-011,Lake Mark,/company/normal,normal,32.98,64,1,25,6,0
U010,2026-09-02 08:20:00,login,LAPTOP-010,New Cynthiaside,/company/normal,normal,55.51,76,1,12,1,0
U016,2026-09-02 08:26:00,login,LAPTOP-016,East Courtneychester,/company/normal,normal,25.65,85,1,10,0,0
U005,2026-09-02 08:34:00,login,LAPTOP-005,Curtisfurt,/company/normal,normal,23.07,60,1,11,1,0
U015,2026-09-02 08:35:00,login,LAPTOP-015,Coxberg,/company/normal,normal,72.91,93,1,20,5,0
U006,2026-09-02 08:47:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,46.95,115,1,22,5,0
U001,2026-09-02 08:57:00,login,LAPTOP-001,East Jill,/company/normal,normal,60.48,20,1,22,7,0
U002,2026-09-02 09:16:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,57.2,55,1,13,0,0
U012,2026-09-02 09:19:00,login,LAPTOP-012,Richardland,/company/normal,normal,80.83,112,0,26,6,1
U017,2026-09-02 10:24:00,login,LAPTOP-017,Riceside,/company/normal,normal,42.76,66,1,19,1,0
U002,2026-09-03 07:35:00,login,LAPTOP-002,Johnsonland,/company/normal,normal,53.01,78,1,19,2,0
U015,2026-09-03 08:14:00,login,LAPTOP-015,Coxberg,/company/normal,normal,106.57,86,1,21,3,0
U004,2026-09-03 08:27:00,login,LAPTOP-004,Port Lindachester,/company/normal,normal,80.15,66,1,14,6,0
U006,2026-09-03 08:29:00,login,LAPTOP-006,Lake Stephenville,/company/normal,normal,98.65,85,1,27,6,0
U008,2026-09-03 08:30:00,login,LAPTOP-008,Port Jesseville,/company/normal,normal,109.13,122,1,26,7,0
U001,2026-09-03 08:36:00,login,LAPTOP-001,East Jill,/company/normal,normal,61.05,118,1,18,5,0
